Year,Player,not_Match_Up,MIN,PTS,not_WL,not_MIN,FG%,not_FGM,not_FGA,not_FG%,not_3PT,not_3PA,not_3P%,not_FTM,not_FTA,REB,AST,not_DREB,not_REB,not_AST,not_STL,BLK,TOV,PF,PlusMinus,Fantasy
2011,Eric Bledsoe,81,22.7,6.7,2.5,6,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,3.6,1.1,0.3,2.4,8.2,,,,,
2011,Luc Mbah a Moute,79,26.5,6.7,2.5,5.4,46.3,0,0.1,0,1.7,2.4,70.7,2.1,3.2,5.3,0.9,0.9,0.4,1,9.6,,,,,
2011,Shaun Livingston,73,17.3,6.6,2.5,5.4,46.6,0,0.1,25,1.5,1.7,86.4,0.4,1.6,2,2.2,0.6,0.4,1.2,7.5,,,,,
2011,Mario Chalmers,70,22.6,6.4,2.2,5.5,39.9,1.2,3.3,35.9,0.8,0.9,87.1,0.2,1.9,2.1,2.5,1.1,0.1,1.3,7.4,,,,,
2011,Maurice Evans,73,21.2,6.3,2.4,5.8,41.7,0.8,2.3,32.9,0.7,0.8,89.7,0.7,1.4,2.1,0.6,0.5,0.2,0.5,5.8,,,,,
2011,Ronnie Brewer,81,22,6.2,2.5,5.3,48,0.1,0.3,22.2,1.1,1.6,65.4,0.7,2.6,3.2,1.7,1.3,0.3,0.7,8.8,,,,,
2011,Dante Cunningham,78,21,6.2,2.8,6.1,46.2,0,0.2,7.7,0.6,0.8,72.6,1.2,2.3,3.6,0.6,0.7,0.6,0.7,7.4,,,,,
2011,James Jones,81,19.1,5.9,1.8,4.3,42.2,1.5,3.5,42.9,0.7,0.9,83.3,0.3,1.7,2,0.5,0.4,0.2,0.3,6.1,,,,,
2011,Al-Farouq Aminu,81,17.9,5.6,2,5,39.4,0.6,1.8,31.5,1.1,1.5,77.3,0.9,2.4,3.3,0.7,0.7,0.3,1.3,6.1,,,,,
2011,Jordan Hill,72,15.6,5.6,2.4,4.9,49.1,0,0,0,0.8,1.2,70.6,1.8,2.5,4.3,0.4,0.2,0.7,0.9,7.5,,,,,
2011,Gordon Hayward,72,16.9,5.4,2,4.1,48.5,0.5,1,47.3,1,1.3,71.1,0.6,1.4,1.9,1.1,0.4,0.3,1,5.7,,,,,
2011,Antonio McDyess,73,19,5.3,2.3,4.7,49.1,0,0,0,0.7,1.1,67.5,1.7,3.7,5.4,1.2,0.5,0.5,1,9.2,,,,,
2011,Ryan Hollins,70,16.9,5.3,1.9,3.1,59.8,0,0,0,1.6,2.3,68.1,1,1.7,2.7,0.4,0.3,0.6,1,6.3,,,,,
2011,DeShawn Stevenson,72,16.1,5.3,1.8,4.6,38.8,1.3,3.5,37.8,0.5,0.6,76.7,0.3,1.2,1.5,1.1,0.3,0.1,0.6,4.7,,,,,
2011,Jeff Teague,70,13.8,5.2,1.9,4.3,43.8,0.3,0.7,37.5,1.1,1.4,79.4,0.2,1.3,1.5,2,0.6,0.4,0.9,5.9,,,,,
2011,Thabo Sefolosha,79,25.9,5.1,2,4.2,47.1,0.4,1.3,27.5,0.7,1,74.7,0.8,3.6,4.4,1.4,1.2,0.5,0.7,9.4,,,,,
2011,Vladimir Radmanovic,74,15.8,5.1,1.9,4.3,43.1,0.9,2.3,40.5,0.4,0.5,88.2,0.9,2,2.9,1.1,0.6,0.6,0.8,6.9,,,,,
2011,Zydrunas Ilgauskas,72,15.9,5,2.3,4.4,50.8,0,0,0,0.5,0.6,78.3,1.5,2.5,4,0.4,0.3,0.8,0.7,7.4,,,,,
2011,C.J. Watson,82,13.3,4.9,1.8,4.8,37.1,0.5,1.4,39.3,0.8,1.1,74.2,0.2,1,1.1,2.3,0.7,0.1,0.9,5,,,,,
2011,Nick Collison,71,21.5,4.6,1.9,3.4,56.6,0,0,0,0.8,1,75.3,1.7,2.8,4.5,1,0.6,0.4,0.8,8.6,,,,,
2011,Brendan Haywood,72,18.5,4.4,1.8,3.1,57.4,0,0,0,0.9,2.5,36.2,1.8,3.4,5.2,0.3,0.2,1,0.7,7.6,,,,,
2011,Zaza Pachulia,79,15.7,4.4,1.4,2.9,46.1,0,0,0,1.7,2.3,75.4,1.5,2.7,4.2,0.7,0.4,0.3,0.9,7.1,,,,,
2011,Keith Bogans,82,17.8,4.4,1.5,3.7,40.4,1.1,2.9,38,0.3,0.4,65.6,0.2,1.6,1.8,1.2,0.5,0.1,0.5,5.1,,,,,
2011,Jason Smith,77,14.3,4.3,1.8,4,44.3,0,0,0,0.8,0.9,84.3,1.2,2,3.1,0.5,0.3,0.4,0.7,5.6,,,,,
2011,Earl Watson,80,19.6,4.3,1.6,3.8,41,0.5,1.3,33.6,0.7,1,67.1,0.7,1.6,2.3,3.5,0.8,0.2,1.5,7,,,,,
2011,Eric Maynor,82,14.6,4.2,1.6,4.1,40.2,0.5,1.2,38.5,0.5,0.7,72.9,0.3,1.2,1.5,2.9,0.4,0.1,0.9,5.6,,,,,
2011,Steve Blake,79,20,4,1.4,3.9,35.9,0.9,2.4,37.8,0.3,0.4,86.7,0.2,1.7,2,2.2,0.5,0,0.9,5.3,,,,,
2011,Greivis Vasquez,70,12.3,3.6,1.4,3.3,40.8,0.4,1.2,29.1,0.5,0.6,77.3,0.2,0.9,1,2.2,0.3,0.1,1,4,,,,,
2011,Johan Petro,77,11.6,3.5,1.7,3.8,44.5,0,0.1,0,0.2,0.4,53.6,0.8,1.9,2.8,0.6,0.4,0.4,0.6,4.9,,,,,
2011,Omer Asik,82,12.1,2.8,1,1.7,55.3,0,0,0,0.9,1.8,50.3,1.4,2.4,3.7,0.4,0.2,0.7,0.8,5.4,,,,,
2011,Joel Anthony,75,19.5,2,0.7,1.3,53.5,0,0,0,0.6,1,64.4,1.4,2.2,3.5,0.3,0.1,1.2,0.5,5.8,,,,,
2012,Kevin Durant,66,38.6,28,9.7,19.7,49.6,2,5.2,38.7,6.5,7.6,86,0.6,7.4,8,3.5,1.3,1.2,3.8,27.3,,,,,
2012,Kobe Bryant,58,38.5,27.9,9.9,23,43,1.5,4.9,30.3,6.6,7.8,84.5,1.1,4.3,5.4,4.6,1.2,0.3,3.5,21.4,,,,,
2012,LeBron James,62,37.5,27.1,10,18.9,53.1,0.9,2.4,36.2,6.2,8.1,77.1,1.5,6.4,7.9,6.2,1.9,0.8,3.4,29.9,,,,,
2012,Kevin Love,55,39,26,8.6,19.3,44.8,1.9,5.1,37.2,6.9,8.4,82.4,4.1,9.2,13.3,2,0.9,0.5,2.3,28.3,,,,,
2012,Russell Westbrook,66,35.3,23.6,8.8,19.2,45.7,0.9,3,31.6,5.2,6.3,82.3,1.5,3.1,4.6,5.5,1.7,0.3,3.6,20.5,,,,,
2012,Carmelo Anthony,55,34.1,22.6,8,18.6,43,1.2,3.7,33.5,5.4,6.7,80.4,1.6,4.7,6.3,3.6,1.1,0.4,2.6,19.5,,,,,
2012,LaMarcus Aldridge,55,36.3,21.7,8.8,17.1,51.2,0,0.2,18.2,4.1,5,81.4,2.7,5.3,8,2.4,0.9,0.8,2,22.6,,,,,
2012,Dirk Nowitzki,62,33.5,21.6,7.6,16.7,45.7,1.3,3.4,36.8,5.1,5.7,89.6,0.7,6,6.7,2.2,0.7,0.5,1.9,20.2,,,,,
2012,Deron Williams,55,36.3,21,7.1,17.5,40.7,2.1,6.2,33.6,4.7,5.5,84.3,0.4,2.9,3.3,8.7,1.2,0.4,4,19.4,,,,,
2012,Blake Griffin,66,36.2,20.7,8.5,15.5,54.9,0,0.2,12.5,3.7,7.1,52.1,3.3,7.6,10.9,3.2,0.8,0.7,2.3,23.7,,,,,
2012,Monta Ellis,58,36.6,20.4,7.8,17.9,43.3,1.1,3.5,30.8,3.8,4.7,79.6,0.3,3.1,3.4,6,1.5,0.3,3.1,17.4,,,,,
2012,David Lee,57,37.2,20.1,8.1,16.2,50.3,0,0.1,0,3.8,4.9,78.2,3,6.6,9.6,2.8,0.9,0.4,2.6,22.1,,,,,
2012,Chris Paul,60,36.4,19.8,7.1,14.8,47.8,1.3,3.6,37.1,4.3,5,86.1,0.7,2.9,3.6,9.1,2.5,0.1,2.1,24.5,,,,,
2012,Paul Pierce,61,34,19.4,6.5,14.6,44.3,1.6,4.5,36.6,4.8,5.6,85.2,0.6,4.6,5.2,4.5,1.1,0.4,2.8,18.8,,,,,
2012,Al Jefferson,61,34,19.2,8.5,17.2,49.2,0,0.1,25,2.2,2.9,77.4,2.2,7.4,9.6,2.2,0.8,1.7,1,23,,,,,
2012,Brandon Jennings,66,35.3,19.1,7.1,17,41.8,2,5.9,33.2,2.9,3.6,80.8,0.7,2.7,3.4,5.5,1.6,0.3,2.2,17.2,,,,,
2012,Rudy Gay,65,37.3,19,7.5,16.4,45.5,0.8,2.7,31.2,3.2,4,79.1,2,4.4,6.4,2.3,1.5,0.8,2.5,17.7,,,,,
2012,Joe Johnson,60,35.5,18.8,7.1,15.5,45.4,2.1,5.4,38.8,2.6,3.1,84.9,0.9,2.8,3.7,3.9,0.8,0.2,1.9,16.5,,,,,
2012,Josh Smith,66,35.3,18.8,7.6,16.7,45.8,0.4,1.7,25.7,3.1,4.9,63,2.1,7.5,9.6,3.9,1.4,1.7,2.5,22.1,,,,,
2012,Andrew Bynum,60,35.2,18.7,7.4,13.3,55.8,0,0.1,20,3.9,5.6,69.2,3.2,8.6,11.8,1.4,0.5,1.9,2.5,24.2,,,,,
2012,Danny Granger,62,33.3,18.7,6.3,15.2,41.6,2,5.2,38.1,4.1,4.7,87.3,1.3,3.7,5,1.8,1,0.6,1.8,15.8,,,,,
2012,Tony Parker,60,32.1,18.3,7.1,14.8,48,0.2,1,23,3.8,4.7,79.9,0.4,2.5,2.9,7.7,1,0.1,2.6,18.6,,,,,
2012,DeMarcus Cousins,64,30.5,18.1,7,15.6,44.8,0,0.2,14.3,4.1,5.8,70.2,4.1,6.8,11,1.6,1.5,1.2,2.7,20.3,,,,,
2012,Chris Bosh,57,35.2,18,6.9,14.2,48.7,0.2,0.6,28.6,4,4.9,82.1,1.6,6.3,7.9,1.8,0.9,0.8,2.1,19.2,,,,,
2012,Pau Gasol,65,37.4,17.4,7.1,14.1,50.1,0.1,0.4,25.9,3.1,4,78.2,2.8,7.6,10.4,3.6,0.6,1.4,2.2,23.3,,,,,
2012,Antawn Jamison,65,33.1,17.2,6.5,16.1,40.3,1.4,4.1,34.1,2.8,4.2,68.3,1.9,4.4,6.3,2,0.8,0.7,1.4,14.6,,,,,
2012,James Harden,62,31.4,16.8,5,10.1,49.1,1.8,4.7,39,5,6,84.6,0.5,3.6,4.1,3.7,1,0.2,2.2,17.5,,,,,
2012,DeMar DeRozan,63,35,16.7,6,14.3,42.2,0.4,1.5,26.1,4.3,5.3,81,0.6,2.7,3.3,2,0.8,0.3,2,11.9,,,,,
2012,Paul Millsap,64,32.8,16.6,6.7,13.5,49.5,0.1,0.5,22.6,3.2,4,79.2,2.8,6,8.8,2.3,1.8,0.8,1.8,21,,,,,
2012,Tyreke Evans,63,34.3,16.5,6.5,14.3,45.3,0.3,1.6,20.2,3.2,4.1,77.9,1,3.6,4.6,4.5,1.3,0.5,2.7,15.9,,,,,
2012,Ty Lawson,61,34.8,16.4,6.1,12.6,48.8,1.2,3.3,36.5,2.9,3.5,82.4,0.9,2.8,3.7,6.6,1.3,0.1,2.4,18.6,,,,,
2012,John Wall,66,36.2,16.3,5.7,13.5,42.3,0,0.6,7.1,4.8,6.1,78.9,0.7,3.8,4.5,8,1.4,0.9,3.9,18.2,,,,,
2012,Ryan Anderson,61,32.2,16.1,5.4,12.4,43.9,2.7,6.9,39.3,2.5,2.8,87.7,3.7,4,7.7,0.9,0.8,0.4,0.9,17.7,,,,,
2012,Kevin Garnett,60,31.1,15.8,6.5,13,50.3,0.1,0.2,33.3,2.7,3.2,85.7,1.1,7.1,8.2,2.9,0.9,1,1.8,20.2,,,,,
2012,Luis Scola,66,31.3,15.5,6.6,13.5,49.1,0,0,0,2.3,3,77.3,1.8,4.6,6.5,2.1,0.5,0.4,2.3,15.2,,,,,
2012,Tim Duncan,58,28.2,15.4,6.2,12.6,49.2,0,0.1,0,3,4.3,69.5,1.9,7.1,9,2.3,0.7,1.5,1.7,19.4,,,,,
2012,Marcin Gortat,66,32,15.4,6.5,11.7,55.5,0,0,0,2.5,3.8,64.9,2.8,7.2,10,0.9,0.7,1.5,1.4,20.6,,,,,
2012,Greg Monroe,66,31.5,15.4,6.2,11.8,52.1,0,0,0,3,4.1,73.9,3.6,6,9.7,2.3,1.3,0.7,2.4,20.1,,,,,
2012,Arron Afflalo,62,33.6,15.2,5.3,11.3,47.1,1.4,3.6,39.8,3.2,4,79.8,0.6,2.5,3.2,2.4,0.6,0.2,1.4,13.4,,,,,
2012,Jason Terry,63,31.7,15.1,5.7,13.2,43,2.2,5.8,37.8,1.6,1.8,88.3,0.3,2.1,2.4,3.6,1.2,0.2,2,12.6,,,,,
2012,Carlos Boozer,66,29.5,15,6.8,12.8,53.2,0,0,0,1.4,2.1,69.3,1.7,6.8,8.5,1.9,1,0.4,1.7,18.4,,,,,
2012,Lou Williams,64,26.3,14.9,5,12.2,40.7,1.3,3.6,36.2,3.7,4.6,81.2,0.5,2,2.4,3.5,0.8,0.3,1.1,12.7,,,,,
2012,Jordan Crawford,64,27.4,14.7,5.5,13.6,40,1.2,4.3,28.9,2.5,3.2,79.3,0.7,1.9,2.6,3,0.9,0.1,2.2,10.2,,,,,
2012,Marc Gasol,65,36.5,14.6,5.5,11.4,48.2,0,0.2,8.3,3.6,4.9,74.8,1.8,7.1,8.9,3.1,1,1.9,1.9,20.5,,,,,
2012,Al Harrington,64,27.5,14.2,5.4,12.1,44.6,1.6,4.7,33.3,1.9,2.8,67.6,1.1,5,6.1,1.4,0.9,0.2,1.8,13.5,,,,,
2012,Nick Young,62,27.9,14.2,5.1,12.6,40.3,1.7,4.5,36.5,2.3,2.7,85.2,0.5,1.6,2.1,0.9,0.7,0.3,1.3,8.9,,,,,
2012,Jamal Crawford,60,26.9,14,4.7,12.3,38.4,1.3,4.3,30.8,3.2,3.4,92.7,0.3,1.7,2,3.2,0.9,0.2,1.9,10.6,,,,,
2012,Nicolas Batum,59,30.4,13.9,4.9,10.9,45.1,1.8,4.6,39.1,2.3,2.7,83.6,1.4,3.2,4.6,1.4,1,1,1.5,13.9,,,,,
2012,Gerald Wallace,58,35.8,13.8,4.9,10.9,45.4,0.8,2.6,30.7,3.1,3.9,80,1.5,5.2,6.7,2.8,1.5,0.6,1.9,16.7,,,,,
2012,Kris Humphries,62,34.9,13.8,5.2,10.8,48.1,0,0,0,3.4,4.5,75.2,3.8,7.2,11,1.5,0.8,1.2,1.9,19.6,,,,,
2012,Wesley Matthews,66,33.8,13.7,4.8,11.6,41.2,2,5.1,38.3,2.2,2.6,86,0.8,2.5,3.4,1.7,1.5,0.2,1.1,12.2,,,,,
2012,Jrue Holiday,65,33.8,13.5,5.5,12.8,43.2,1,2.6,38,1.4,1.8,78.3,0.9,2.4,3.3,4.5,1.6,0.3,2.1,13.3,,,,,
2012,Ersan Ilyasova,60,27.6,13,4.9,10,49.2,0.9,1.9,45.5,2.4,3.1,78.1,3.3,5.6,8.8,1.2,0.7,0.7,1.3,17.5,,,,,
2012,Brandon Knight,66,32.3,12.8,4.8,11.7,41.5,1.6,4.2,38,1.6,2.1,75.9,0.5,2.7,3.2,3.8,0.7,0.2,2.6,10.8,,,,,
2012,Roy Hibbert,65,29.8,12.8,5.1,10.3,49.7,0,0,0,2.6,3.7,71.1,3.3,5.5,8.8,1.7,0.5,2,2,17.6,,,,,
2012,Thaddeus Young,63,27.9,12.8,5.5,10.9,50.7,0,0.1,25,1.8,2.3,77.1,2.2,3,5.2,1.2,1,0.7,0.9,14,,,,,
2012,David West,66,29.2,12.8,5.3,10.8,48.7,0,0.1,22.2,2.2,2.7,80.7,1.8,4.8,6.6,2.1,0.8,0.7,1.4,15.4,,,,,
2012,Mike Conley,62,35.1,12.7,4.8,11,43.3,1,2.6,37.7,2.2,2.5,86.1,0.4,2.2,2.5,6.5,2.2,0.2,2,15.5,,,,,
2012,Tayshaun Prince,63,33.1,12.7,5.3,12.7,42.1,0.6,1.7,35.6,1.4,1.8,77.4,1.1,3.3,4.5,2.4,0.4,0.5,1.2,11.6,,,,,
2012,Jared Dudley,65,31.1,12.7,4.8,9.9,48.5,1.2,3.2,38.3,1.8,2.5,72.6,1.5,3.2,4.6,1.7,0.8,0.3,1.1,13.2,,,,,
2012,O.J. Mayo,66,26.8,12.6,4.5,11.2,40.8,1.5,4.2,36.4,2,2.6,77.3,0.5,2.7,3.2,2.6,1.1,0.3,1.9,10.7,,,,,
2012,Jeff Teague,66,33.1,12.6,4.8,10.2,47.6,0.8,2.3,34.2,2.1,2.8,75.7,0.3,2.1,2.4,4.9,1.6,0.6,2,14,,,,,
2012,Klay Thompson,66,24.4,12.5,4.8,10.9,44.3,1.7,4.1,41.4,1.2,1.4,86.8,0.4,2.1,2.4,2,0.7,0.3,1.6,10.2,,,,,
2012,Brandon Bass,59,31.7,12.5,5.1,10.7,47.9,0,0,0,2.2,2.8,81,1.6,4.6,6.2,0.9,0.6,0.9,1.1,13.9,,,,,
2012,Steve Nash,62,31.6,12.5,4.8,9,53.2,0.9,2.3,39,2,2.3,89.4,0.4,2.6,3,10.7,0.6,0.1,3.7,18.8,,,,,
2012,Andre Iguodala,62,35.6,12.4,4.6,10.2,45.4,1.2,3.1,39.4,2,3.2,61.7,0.9,5.2,6.1,5.5,1.7,0.5,1.9,17.6,,,,,
2012,Kemba Walker,66,27.2,12.1,4.3,11.6,36.6,1,3.4,30.5,2.5,3.2,78.9,0.5,3.1,3.5,4.4,0.9,0.3,1.8,11.4,,,,,
2012,Paul George,66,29.7,12.1,4.3,9.7,44,1.4,3.5,38.5,2.2,2.8,80.2,0.8,4.8,5.6,2.4,1.6,0.6,1.8,14.6,,,,,
2012,Anthony Morrow,62,26.4,12,4.4,10.6,41.3,1.7,4.6,37.1,1.6,1.7,93.3,0.5,1.5,2,1,0.7,0.1,1.1,8.5,,,,,
2012,Caron Butler,63,29.7,12,4.6,11.2,40.7,1.5,4.1,35.8,1.4,1.7,81.3,0.7,3,3.7,1.2,0.8,0.1,1.2,9.6,,,,,
2012,Jameer Nelson,57,29.9,11.9,4.5,10.6,42.7,1.5,4.1,37.7,1.2,1.5,80.7,0.5,2.7,3.2,5.7,0.7,0.1,2.4,12.7,,,,,
2012,Gordon Hayward,66,30.5,11.8,4,8.9,45.6,0.8,2.4,34.6,2.9,3.5,83.2,0.9,2.6,3.5,3.1,0.8,0.6,1.7,12.8,,,,,
2012,Marco Belinelli,66,29.8,11.8,4.3,10.4,41.7,1.6,4.3,37.7,1.5,2,78.3,0.3,2.3,2.6,1.5,0.7,0.1,1,9.2,,,,,
2012,Goran Dragic,66,26.5,11.7,4.2,9.1,46.2,1,3.1,33.7,2.3,2.9,80.5,0.8,1.7,2.5,5.3,1.3,0.2,2.4,13.2,,,,,
2012,JJ Redick,65,27.2,11.6,3.8,9,42.5,1.7,4.1,41.8,2.2,2.4,91.1,0.3,2,2.3,2.5,0.4,0.1,1,10.5,,,,,
2012,Isaiah Thomas,65,25.5,11.5,3.9,8.8,44.8,1.3,3.4,37.9,2.4,2.8,83.2,0.7,1.8,2.6,4.1,0.8,0.1,1.6,12.2,,,,,
2012,Raymond Felton,60,31.8,11.4,4.4,10.7,40.7,1,3.4,30.5,1.7,2.1,80.6,0.5,2,2.5,6.5,1.3,0.2,2.8,12.3,,,,,
2012,Courtney Lee,58,30.3,11.4,4.3,10,43.3,1.5,3.7,40.1,1.2,1.5,82.6,0.4,2.3,2.7,1.5,1.2,0.4,1.1,10.2,,,,,
2012,Devin Harris,63,27.6,11.3,3.8,8.6,44.5,1.2,3.4,36.2,2.5,3.3,74.6,0.2,1.6,1.8,5,1,0.2,1.9,11.8,,,,,
2012,JaVale McGee,61,25.2,11.3,5,9,55.6,0,0,0,1.3,2.7,46.1,2.7,5.1,7.8,0.5,0.6,2.2,1.4,15.5,,,,,
2012,Tyson Chandler,62,33.2,11.3,3.9,5.7,67.9,0,0,0,3.5,5.1,68.9,3.4,6.5,9.9,0.9,0.9,1.4,1.6,19.3,,,,,
2012,Ramon Sessions,64,26.7,11.3,3.8,8.8,42.8,0.7,1.5,44.3,3,3.9,78.2,0.5,2.8,3.3,5.5,0.7,0,2.2,12.8,,,,,
2012,Leandro Barbosa,64,21.6,11.1,4.2,10,42.5,1,2.7,38.2,1.6,1.9,81.5,0.5,1.5,2,1.5,0.9,0.1,1.5,8,,,,,
2012,Shannon Brown,59,23.7,11,4.3,10.1,42,1.2,3.2,36.2,1.4,1.7,80.8,0.6,2,2.7,1.2,0.7,0.3,1.1,8.6,,,,,
2012,Elton Brand,60,28.9,11,4.8,9.7,49.4,0,0,0,1.4,1.9,73.3,2.4,4.7,7.2,1.6,1,1.6,1.1,15.8,,,,,
2012,Randy Foye,65,25.9,11,3.9,9.9,39.8,2,5.1,38.6,1.1,1.3,85.9,0.4,1.7,2.1,2.2,0.7,0.4,1.1,9.1,,,,,
2012,Shawn Marion,63,30.5,10.6,4.6,10.3,44.6,0.3,1.1,29.4,1.2,1.5,79.6,2.3,5.1,7.4,2.1,1.1,0.6,1.6,14.2,,,,,
2012,Alonzo Gee,63,29,10.6,3.6,8.7,41.2,0.7,2.2,32.1,2.7,3.4,78.8,1.6,3.5,5.1,1.8,1.3,0.3,1.8,11.4,,,,,
2012,Channing Frye,64,26.1,10.5,4,9.6,41.6,1.4,4.1,34.6,1.1,1.3,89,1.1,4.8,5.9,1.4,0.7,1.1,1,12.9,,,,,
2012,Darren Collison,60,31.3,10.4,3.8,8.7,44,0.6,1.6,36.2,2.1,2.6,83,0.5,2.6,3.1,4.8,0.8,0.2,1.9,12.1,,,,,
2012,Dorell Wright,61,27,10.3,3.6,8.6,42.2,1.7,4.8,36,1.3,1.6,81.6,1,3.6,4.6,1.5,1,0.4,0.8,11.7,,,,,
2012,Joakim Noah,64,30.4,10.2,3.9,7.7,50.8,0,0,0,2.4,3.2,74.8,3.8,6,9.8,2.5,0.6,1.4,1.4,18.6,,,,,
2012,Marvin Williams,57,26.3,10.2,3.6,8.2,43.2,1,2.6,38.9,2,2.6,78.8,1.3,3.8,5.2,1.2,0.8,0.3,0.7,11.8,,,,,
2012,Vince Carter,61,25.3,10.1,3.7,8.9,41.1,1.2,3.4,36.1,1.6,1.9,82.6,0.5,2.8,3.4,2.3,0.9,0.4,1.4,10.1,,,,,
2012,Mario Chalmers,64,28.5,9.8,3.5,7.8,44.8,1.6,4.1,38.8,1.3,1.6,79.2,0.3,2.4,2.7,3.5,1.5,0.2,2.2,10.8,,,,,
2012,Tony Allen,58,26.3,9.8,3.6,7.7,46.9,0.1,0.4,30.8,2.4,3,80,1.7,2.3,4,1.4,1.8,0.6,1.6,11.2,,,,,
2012,Brandon Rush,65,26.4,9.8,3.6,7.2,50.1,1.5,3.4,45.2,1,1.3,79.3,0.5,3.4,3.9,1.4,0.5,0.9,1,11.5,,,,,
2012,Andre Miller,66,27.4,9.7,3.7,8.4,43.8,0.3,1.3,21.7,2.1,2.6,81.1,0.8,2.5,3.3,6.7,1,0.1,2.7,12.9,,,,,
2012,Chase Budinger,58,22.4,9.6,3.6,8.1,44.2,1.5,3.8,40.2,0.9,1.2,77.1,0.7,3.1,3.7,1.3,0.5,0.1,0.9,9.5,,,,,
2012,DeJuan Blair,64,21.3,9.5,4.2,7.9,53.4,0,0,0,1.1,1.9,61.3,2.4,3.1,5.5,1.2,0.9,0.2,1.4,11.5,,,,,
2012,Iman Shumpert,59,28.9,9.5,3.6,9.1,40.1,0.8,2.7,30.6,1.5,1.8,79.8,0.7,2.4,3.2,2.8,1.7,0.1,1.9,9.6,,,,,
2012,Chandler Parsons,63,28.6,9.5,3.9,8.7,45.2,1,2.8,33.7,0.7,1.2,55.1,1.4,3.3,4.8,2.1,1.2,0.5,1.3,11.4,,,,,
2012,Evan Turner,65,26.4,9.4,4,9.1,44.6,0.2,0.8,22.4,1.1,1.7,67.6,0.4,5.4,5.8,2.8,0.6,0.3,1.6,11.7,,,,,
2012,Byron Mullens,65,22.5,9.3,3.9,9.1,42.5,0.2,0.8,23.5,1.4,1.7,82.1,1.5,3.6,5,0.9,0.3,0.8,1.1,9.7,,,,,
2012,Tiago Splitter,59,19,9.3,3.6,5.8,61.8,0,0,0,2.1,3.1,69.1,1.6,3.6,5.2,1.1,0.4,0.8,1.5,12.1,,,,,
2012,Tyler Hansbrough,66,21.8,9.3,2.9,7.3,40.5,0,0,0,3.4,4.2,81.3,1.7,2.7,4.4,0.5,0.8,0.1,1,9,,,,,
2012,Glen Davis,61,23.4,9.3,3.7,8.8,42.1,0,0.2,14.3,1.9,2.7,68.3,1.8,3.7,5.4,0.8,0.7,0.3,1.2,9.3,,,,,
2012,Richard Jefferson,63,27.7,9.2,3.2,7.7,41.6,1.8,4.3,42,0.9,1.3,69.4,0.4,3.1,3.5,1.4,0.6,0.3,0.8,9.2,,,,,
2012,Danny Green,66,23.1,9.1,3.2,7.2,44.2,1.5,3.5,43.6,1.2,1.5,79,0.8,2.6,3.5,1.3,0.9,0.7,1,10.1,,,,,
2012,Serge Ibaka,66,27.2,9.1,4,7.4,53.5,0,0,33.3,1.2,1.8,66.1,2.9,4.6,7.5,0.4,0.5,3.7,1.2,16,,,,,
2012,James Johnson,62,25.2,9.1,3.8,8.4,45,0.3,1,31.7,1.3,1.9,70.4,1.2,3.5,4.7,2,1.1,1.4,1.6,11.5,,,,,
2012,Jason Thompson,64,25.9,9.1,3.7,6.9,53.5,0,0,0,1.7,2.8,60.2,2.6,4.3,6.9,1.2,0.7,0.7,1.1,13.2,,,,,
2012,Greivis Vasquez,66,25.8,8.9,3.4,7.9,43,0.7,2,31.9,1.5,1.8,82.1,0.3,2.3,2.6,5.4,0.9,0.1,2.2,10.9,,,,,
2012,Corey Brewer,59,21.8,8.9,3.4,7.8,43.4,0.6,2.2,26,1.5,2.2,69.2,0.7,1.8,2.5,1.5,1.2,0.3,0.9,8.4,,,,,
2012,Derrick Williams,66,21.5,8.8,3.1,7.5,41.2,0.6,2.1,26.8,2.1,3,69.7,1.2,3.5,4.7,0.6,0.5,0.5,1.2,8.5,,,,,
2012,Landry Fields,66,28.7,8.8,3.6,7.8,46,0.5,1.8,25.6,1.2,2.1,56.2,0.9,3.3,4.2,2.6,1.2,0.3,1.5,10.4,,,,,
2012,Derrick Favors,65,21.2,8.8,3.4,6.8,49.9,0,0,0,1.9,3,64.9,2.4,4.1,6.5,0.7,0.6,1,1.6,11.5,,,,,
2012,Marreese Speights,60,22.4,8.8,3.7,8.1,45.3,0,0.1,0,1.4,1.8,77.1,2.2,4,6.2,0.8,0.4,0.5,1.2,10.5,,,,,
2012,Jonas Jerebko,64,22.9,8.7,3.3,7.1,46.8,0.5,1.7,30.2,1.6,1.9,80.6,1.5,3.3,4.8,0.7,0.6,0.3,1,10,,,,,
2012,Jodie Meeks,66,24.9,8.4,2.9,7.1,40.9,1.5,4,36.5,1.2,1.3,90.6,0.3,2.2,2.4,0.8,0.6,0,0.4,7.6,,,,,
2012,Tristan Thompson,60,23.7,8.2,3.2,7.4,43.9,0,0,0,1.8,3.2,55.2,3.1,3.4,6.5,0.5,0.5,1,1.4,9.7,,,,,
2012,Kyle Korver,65,22.6,8.1,2.7,6.3,43.2,1.8,4.2,43.5,0.8,1,83.3,0.4,2,2.4,1.7,0.6,0.2,0.8,8.5,,,,,
2012,Derrick Brown,65,22.2,8.1,3.3,6.3,51.8,0.1,0.4,25,1.4,2.2,66.7,1.5,2.2,3.6,1,0.7,0.2,0.8,9,,,,,
